reaction_id,article_id,entity,entity_type,asian_status,reaction,reaction_reason
reaction_760,Article_39,Washington Post,business_entities,Not applicable,Cannot be inferred,
reaction_7600,Article_312,Alex Padilla,politicians,Non-Asian,Cannot be inferred,"A county clerk will send copies of the resolution to Gov. Gavin Newsom, U.S. Senators Alex Padilla and Dianne Feinstein and other elected officials."
reaction_7601,Article_312,Dianne Feinstein,politicians,Non-Asian,Cannot be inferred,"A county clerk will send copies of the resolution to Gov. Gavin Newsom, U.S. Senators Alex Padilla and Dianne Feinstein and other elected officials."
reaction_7602,Article_312,Luis Alejo,politicians,Cannot be inferred,Support Asian Americans,"""I think as elected officials, we send a strong message throughout the county that these [incidents] are unacceptable."""
reaction_7603,Article_312,Mary Adams,politicians,Cannot be inferred,Cannot be inferred,
reaction_7604,Article_312,Joe Biden,politicians,Non-Asian,Support Asian Americans,"In January, President Joe Biden issued an executive order condemning the attacks and criticizing federal officials who referred to the pandemic as the ""China virus"" or the ""Kung flu."""
reaction_7605,Article_312,Jeff Uchida,professionals,Asian,Support Asian Americans,"""We've seen some of the videos of the horrendous attacks against Asian Americans that have occurred, but we need to have leaders step forward and truly denounce just the terribleness and how it affects our communities,"" Uchida said."
reaction_7606,Article_312,Vicha Ratanapakdee,victims,Asian,Cannot be inferred,
reaction_7607,Article_312,Three Elderly Asian Americans,victims,Asian,Cannot be inferred,
reaction_7608,Article_312,Japanese Americans,victims,Asian,Cannot be inferred,
reaction_7609,Article_312,Mary Adams' Friends,other_individuals,Asian,Cannot be inferred,
reaction_761,Article_39,Fox News,business_entities,Not applicable,Cannot be inferred,
reaction_7610,Article_312,Born in Camp Friend,other_individuals,Asian,Cannot be inferred,
reaction_7611,Article_312,Monterey County Board of Supervisors,government_bodies,Not applicable,Making an announcement to condemn anti-Asian hate,"The Monterey County Board of Supervisors unanimously passed a resolution denouncing hate crimes and rhetoric against Asian Americans and Pacific Islanders. The resolution states: ""The Monterey County Board of Supervisors, on behalf of the County and all residents thereof, denounce hate crimes, hateful rhetoric and hateful acts against Asian Americans and Pacific Islanders, and reaffirm our commitment to ensure that API Americans feel safe and welcome, both during this COVID-19 pandemic and beyond."""
reaction_7612,Article_312,County Clerk,government_bodies,Not applicable,Cannot be inferred,"A county clerk will send copies of the resolution to Gov. Gavin Newsom, U.S. Senators Alex Padilla and Dianne Feinstein and other elected officials."
reaction_7613,Article_312,Stop Asian American Pacific Islander Hate Reporting Center,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,
reaction_7614,Article_312,Japanese American Citizens League of Monterey Peninsula,ngo_or_advocacy_groups,Not applicable,Support Asian Americans,"Jeff Uchida, who is a part of the Japanese American Citizens League of Monterey Peninsula, thanked the board for being early in taking a stand in California, noting that people must work together to prevent any more violence and racism in Monterey County."
reaction_7615,Article_313,Eric Holcomb,politicians,Non-Asian,Support Asian Americans,"""There is no place for it,"" he said. ""Not just in Indiana, but in the country."" ""Anyone that seeks to terrorize or cause fear needs to be held accountable for that. Racism is counter to Hoosier values. It's not what we stand for,"" he said in the statement."
reaction_7616,Article_313,Gurinder Hohl,professionals,Cannot be inferred,Fostering conversations about anti-Asian hate,"""We need to have conversations in the community,"" Hohl said, ""and create a space where they feel welcome and that's where elected officials can play a big role."""
reaction_7617,Article_313,Unknown Suspect,perpetrators,Cannot be inferred,Cannot be inferred,
reaction_7618,Article_313,Asian Women Victims,victims,Asian,Cannot be inferred,"Days before a shooting in Atlanta that left eight people dead, six of them Asian women, Asian American and Pacific Islander women sounded the alarm in Indiana. Nationwide Asian women are targets of anti-Asian racism more often than men."
reaction_7619,Article_313,Ariana Cavallini,other_individuals,Asian,Support Asian Americans,"""This is something people need to recognize,"" Ariana Cavallini said. ""These hate incidents, this white supremacy is hurting us. It's happening across the country and it's happening locally to Asian Americans."""
reaction_762,Article_39,Asian Communities,community_groups,Not applicable,Increasing patrols,"In New York Tuesday night, NYPD Assistant Chief Martine Materasso said the department deployed Critical Response Command units to Asian communities."
reaction_7620,Article_313,Sunny Shuai,other_individuals,Asian,Cannot be inferred,
reaction_7621,Article_313,Liz Prevot,other_individuals,Cannot be inferred,Support Asian Americans,"""As we watch these hate crimes go up, not only an advisory council is needed but we should be able to get to know our police officers and to understand what our rights are,"" Prevot said. ""We should be able to trust our police officers and we need to be working with them."""
reaction_7622,Article_313,Local law enforcement,law_enforcement_agencies,Not applicable,Cannot be inferred,
reaction_7623,Article_313,Governor's office,government_bodies,Not applicable,Cannot be inferred,
reaction_7624,Article_313,National Asian Pacific Islander Women's Forum,ngo_or_advocacy_groups,Not applicable,Advocacy/take actions for changes,"The group, which also locally and nation-wide works to make an impact on public policy to drive systemic change, gathered nearly 2,000 signatures in a petition from Asian Hoosiers, community leaders and allies asking Holcomb to establish an Asian American and Pacific Islander statewide advisory committee that can help address issues such as racism, discrimination, language access, health care resources and legal help, among others."
reaction_7625,Article_313,Stop AAPI Hate,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,
reaction_7626,Article_313,Anti-Defamation League,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,"The Anti-Defamation League tracked increases in white supremacist hate propaganda activity. In 2020, 57 such incidents were reported in Indiana, which is a 24% increase from 46 incidents in 2019."
reaction_7627,Article_313,Immigrant Welcome Center,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,
reaction_7628,Article_314,Donald Trump,politicians,Non-Asian,Cannot be inferred,
reaction_7629,Article_314,Ryan Buyco,professionals,Asian,Cannot be inferred,
reaction_763,Article_40,Michelle Wu,politicians,Asian,Support Asian Americans,Boston City Councilor Michelle Wu issued a statement decrying the shootings.
reaction_7630,Article_314,Minkyung Chung,professionals,Asian,Cannot be inferred,
reaction_7631,Article_314,Unknown Attacker,perpetrators,Cannot be inferred,Politicians initiated anti-Asian hate and racism,"The man continued with his xenophobic tirade, also referring to COVID-19 as the ""China virus"""
reaction_7632,Article_314,Robert Aaron Long,perpetrators,Non-Asian,Cannot be inferred,
reaction_7633,Article_314,Albert Harris-Russell,victims,Asian,Cannot be inferred,"Albert Harris-Russell was pumping gas at a station across from the Orange County Jail when a stranger confronted him and yelled ""F- the Chinese."" At the same time, he said the man noticed the National Guard logo on Harris-Russell's license plate. ""I can't imagine if I was Chinese what could have happened to me,"" he said. ""He could have gotten physical."" Harris-Russell shared the story publicly for the first time after a series of shootings at three Atlanta spas left eight people dead, including six Asian-American women."
reaction_7634,Article_314,Asian-American Women,victims,Asian,Cannot be inferred,"Harris-Russell shared the story publicly for the first time after a series of shootings at three Atlanta spas left eight people dead, including six Asian-American women."
reaction_7635,Article_314,Tai Hai Le,victims,Asian,Cannot be inferred,
reaction_7636,Article_314,Adrian Lee,victims,Asian,Attending marches/rallies,Lee helped plan a vigil for 6:30 p.m. Tuesday on the University of Central Florida campus to honor the victims.
reaction_7637,Article_314,Vincent Chin,victims,Asian,Cannot be inferred,
reaction_7638,Article_314,Dustin Sundara,other_individuals,Asian,Cannot be inferred,"Dustin Sundara said he hasn't been attacked personally, but as a long-time gun owner, he bought a smaller one to conceal carry more often. ""If you look Asian in general you can be seen as a target,"" Sundara said. ""Personally, I don't feel as safe. A lot of us are technically American. We work here. We pay taxes. Logically and rationally it doesn't make sense because we are all American."""
reaction_7639,Article_314,Republican leaders,other_individuals,Cannot be inferred,Cannot be inferred,
reaction_764,Article_40,Martin J. Walsh,politicians,Non-Asian,Cannot be inferred,
reaction_7640,Article_314,local law enforcement agencies,law_enforcement_agencies,Not applicable,Cannot be inferred,
reaction_7641,Article_314,police,law_enforcement_agencies,Not applicable,Cannot be inferred,
reaction_7642,Article_314,Stop AAPI Hate,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,"Stop AAPI Hate, a coalition that tracks different forms of hate against Asian Americans and Pacific Islanders in the United States reported nearly 3,800 incidents nationwide since the start of the pandemic. Though local law enforcement agencies say there has not been a spike in violence against Asian Americans, the data from Stop AAPI Hate show that the vast majority of incidents recorded were verbal attacks, deliberate avoidance and online harassment, actions unlikely to be reported to police."
reaction_7643,Article_314,Asian Pacific American Coalition,community_groups,Not applicable,Cannot be inferred,
reaction_7644,Article_315,Amy Agbayani,professionals,Asian,Cannot be inferred,
reaction_7645,Article_315,Unknown White Man,perpetrators,Non-Asian,Cannot be inferred,
reaction_7646,Article_315,Todd Raybuck,perpetrators,Non-Asian,Cannot be inferred,
reaction_7647,Article_315,Soon Park,victims,Asian,Cannot be inferred,
reaction_7648,Article_315,Hyun Grant,victims,Asian,Cannot be inferred,
reaction_7649,Article_315,Suncha Kim,victims,Asian,Cannot be inferred,
reaction_765,Article_40,Ed Flynn,politicians,Cannot be inferred,Organizing a town hall,Boston City Councilor Ed Flynn said he filed a hearing order for March 30 at 1 p.m. to talk about how the city can investigate and prevent incidents of hate crimes and discrimination.
reaction_7650,Article_315,Yong Yue,victims,Asian,Cannot be inferred,
reaction_7651,Article_315,Xiaojie Tan,victims,Asian,Cannot be inferred,
reaction_7652,Article_315,Daoyou Feng,victims,Asian,Cannot be inferred,
reaction_7653,Article_315,Delaina Ashley Yaun,victims,Cannot be inferred,Cannot be inferred,
reaction_7654,Article_315,Paul Andre Michaels,victims,Cannot be inferred,Cannot be inferred,
reaction_7655,Article_315,Asian Women Massage Workers,victims,Asian,Cannot be inferred,
reaction_7656,Article_315,Sandy Ma,community_groups,Asian,Support Asian Americans,"""Just be unique. It's OK to speak up and speak out."""
reaction_7657,Article_315,Ma's Family Members,other_individuals,Asian,Cannot be inferred,
reaction_7658,Article_315,Ma's Parents,other_individuals,Asian,Cannot be inferred,
reaction_7659,Article_315,Cu Ri Lee,other_individuals,Asian,Cannot be inferred,
reaction_766,Article_40,Andrea Campbell,politicians,Cannot be inferred,Support Asian Americans,"""I am beyond disgusted and saddened by the horrific acts of violence in Georgia."" ""Today, I stand with the AAPI [Asian American and Pacific Islander] community and all those who are grieving"" she wrote."
reaction_7660,Article_315,Jasmine Pontillas Dave,other_individuals,Asian,Cannot be inferred,
reaction_7661,Article_315,Japanese Employee,victims,Asian,Cannot be inferred,
reaction_7662,Article_315,White Men in Hawaii,perpetrators,Non-Asian,Cannot be inferred,
reaction_7663,Article_315,Kauai Police,law_enforcement_agencies,Not applicable,Cannot be inferred,
reaction_7664,Article_315,State Legislature,government_bodies,Not applicable,Support Asian Americans,Even the state Legislature passed resolutions condemning any type of xenophobia or anti-Asian sentiments — especially in Hawaii.
reaction_7665,Article_315,AF3IRM Hawaii,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,
reaction_7666,Article_315,Massage Parlors,business_entities,Not applicable,Cannot be inferred,
reaction_7667,Article_315,Chinese Chamber of Commerce of Hawaii,business_entities,Not applicable,Support Asian Americans,"The Chinese Chamber of Commerce of Hawaii released a statement Thursday addressing the incidents, citing that though Hawaii is a melting pot of ethnicities, that doesn't mean racial discrimination doesn't exist."
reaction_7668,Article_316,Mary Ng,politicians,Asian,Support Asian Americans,"""Every time I speak out about the need for us to keep working together as Canadians to prevent more intolerance and incidents of anti-Asian hate or discrimination, I will get a whole lot of other responses that are not becoming of Canadians,"" she said in an interview."
reaction_7669,Article_316,Amy Go,professionals,Asian,Cannot be inferred,
reaction_767,Article_40,Donald Wong,politicians,Asian,Support Asian Americans,"The Massachusetts House of Representatives' Asian caucus members -- Donald Wong, Tackey Chan, Paul Schmid, Rady Mom, Maria Robinson, Tram Nguyen, Vanna Howard, and Erika Uyterhoeven -- put out a joint statement Wednesday, condemning the violence in Atlanta and across the nation."
reaction_7670,Article_316,Henry Yu,professionals,Asian,Cannot be inferred,
reaction_7671,Article_316,Unknown Atlanta Shooter,perpetrators,Non-Asian,Cannot be inferred,
reaction_7672,Article_316,Asian American Women,victims,Asian,Cannot be inferred,
reaction_7673,Article_316,Asian Canadian Women,victims,Asian,Cannot be inferred,
reaction_7674,Article_316,Steve Addison,professionals,Cannot be inferred,Cannot be inferred,
reaction_7675,Article_316,Vancouver Police,law_enforcement_agencies,Not applicable,Cannot be inferred,"Vancouver police reported a 717 per cent increase in anti-Asian hate crimes between 2019 and 2020, with the incidents peaking in May."
reaction_7676,Article_316,Toronto Police,law_enforcement_agencies,Not applicable,Cannot be inferred,
reaction_7677,Article_316,Ottawa Police,law_enforcement_agencies,Not applicable,Cannot be inferred,"Ottawa police reported an increase of 56.9 per cent in the number of hate crime reports between 2019 and 2020, and noted Asian Canadians have seen the largest increase in hate incidents directed toward them."
reaction_7678,Article_316,Chinese Canadian National Council for Social Justice,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,"Go, the president of the Chinese Canadian National Council for Social Justice, said many Asian Canadian women have experienced hatred or violence in their daily life. The national council has tracked 931 anti-Asian racist incidents during COVID-19, and Go said the numbers should highlight myths about how Canadians view themselves."
reaction_7679,Article_317,John Horgan,politicians,Non-Asian,Support Asian Americans,"Horgan condemned ""disturbing stories of a rise in anti-Asian racist behaviour since the beginning of the Covid-19 pandemic"""
reaction_768,Article_40,Tackey Chan,politicians,Asian,Support Asian Americans,"The Massachusetts House of Representatives' Asian caucus members -- Donald Wong, Tackey Chan, Paul Schmid, Rady Mom, Maria Robinson, Tram Nguyen, Vanna Howard, and Erika Uyterhoeven -- put out a joint statement Wednesday, condemning the violence in Atlanta and across the nation."
reaction_7680,Article_317,Fo Niemi,other_individuals,Cannot be inferred,Cannot be inferred,
reaction_7681,Article_317,Stewart Phillip,other_individuals,Non-Asian,Support Asian Americans,"It said the union was ""disgusted"" by the incident and offered ""sympathy and solidarity to Asian communities who have borne the brunt of Covid-19 related racism""."
reaction_7682,Article_317,Henry Shuen Ngei Yu,professionals,Asian,Cannot be inferred,
reaction_7683,Article_317,Don Bain,politicians,Cannot be inferred,Cannot be inferred,
reaction_7684,Article_317,Unknown Caucasian Man,perpetrators,Non-Asian,Cannot be inferred,
reaction_7685,Article_317,Dakota Holmes,victims,Non-Asian,Support Asian Americans,"""The only reason I'm sharing this story is that racism is not OK. If anyone else experiences something like this they should speak out. We're all in this together."""
reaction_7686,Article_317,Sue Simigak,victims,Non-Asian,Videotaping/confronting harasser/attacker,She posted pictures on Facebook showing a man giving her the finger from a subway platform.
reaction_7687,Article_317,Mr. Kwong,victims,Asian,Cannot be inferred,
reaction_7688,Article_317,Asian Woman,victims,Asian,Cannot be inferred,
reaction_7689,Article_317,Aaron Roed,professionals,Cannot be inferred,Cannot be inferred,"Holmes' case was being handled by the Vancouver Police Department's hate crimes investigators, spokesman Sergeant Aaron Roed said. 'Our initial investigation shows that a person was assaulted and this may have been related to race ... the victim did have minor physical injuries and did not need medical treatment the night of the incident,' Roed said. No arrests have been made, and police were seeking witnesses to the incident, Roed said."
reaction_769,Article_40,Paul Schmid,politicians,Cannot be inferred,Support Asian Americans,"The Massachusetts House of Representatives' Asian caucus members -- Donald Wong, Tackey Chan, Paul Schmid, Rady Mom, Maria Robinson, Tram Nguyen, Vanna Howard, and Erika Uyterhoeven -- put out a joint statement Wednesday, condemning the violence in Atlanta and across the nation."
reaction_7690,Article_317,Vancouver Police Department,law_enforcement_agencies,Not applicable,Cannot be inferred,"Holmes' case was being handled by the Vancouver Police Department's hate crimes investigators, spokesman Sergeant Aaron Roed said. In Vancouver, police have warned of a recent spike in hate crimes amid the pandemic."
reaction_7691,Article_317,Centre for Research Action on Race Relations,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,
reaction_7692,Article_317,7-Eleven,business_entities,Not applicable,Cannot be inferred,
reaction_7693,Article_317,Union of British Columbia Indian Chiefs,community_groups,Not applicable,Support Asian Americans,"It said the union was ""disgusted"" by the incident and offered ""sympathy and solidarity to Asian communities who have borne the brunt of Covid-19 related racism""."
reaction_7694,Article_318,College Professors,professionals,Cannot be inferred,Speaking up on social media,"Panelists including college professors, writers and journalists drew attention on hostility mindset and behaviors after the COVID-19 pandemic, asking people to ""speak out and fight hate""."
reaction_7695,Article_318,Writers,professionals,Cannot be inferred,Fostering conversations about anti-Asian hate,"Panelists including college professors, writers and journalists drew attention on hostility mindset and behaviors after the COVID-19 pandemic, asking people to ""speak out and fight hate""."
reaction_7696,Article_318,Journalists,professionals,Cannot be inferred,Speaking up on social media,"Panelists including college professors, writers and journalists drew attention on hostility mindset and behaviors after the COVID-19 pandemic, asking people to ""speak out and fight hate""."
reaction_7697,Article_318,Artists,celebrities,Cannot be inferred,Cannot be inferred,
reaction_7698,Article_318,Actors,celebrities,Cannot be inferred,Cannot be inferred,
reaction_7699,Article_318,Creative Professionals,celebrities,Cannot be inferred,Cannot be inferred,
reaction_77,Article_5,Lori Lightfoot,politicians,Non-Asian,Increasing patrols,Lightfoot announced on Wednesday that Chicago police units would step up patrols in Asian American communities such as Chinatown.
reaction_770,Article_40,Rady Mom,politicians,Asian,Support Asian Americans,"The Massachusetts House of Representatives' Asian caucus members -- Donald Wong, Tackey Chan, Paul Schmid, Rady Mom, Maria Robinson, Tram Nguyen, Vanna Howard, and Erika Uyterhoeven -- put out a joint statement Wednesday, condemning the violence in Atlanta and across the nation."
reaction_7700,Article_318,19-year-old man,perpetrators,Non-Asian,Cannot be inferred,
reaction_7701,Article_318,Alleged Assailant,perpetrators,Non-Asian,Cannot be inferred,
reaction_7702,Article_318,Man from Myanmar,victims,Asian,Cannot be inferred,
reaction_7703,Article_318,Six-year-old child,victims,Asian,Cannot be inferred,
reaction_7704,Article_318,Two-year-old child,victims,Asian,Cannot be inferred,
reaction_7705,Article_318,Americans with Asian origins,other_individuals,Asian,Cannot be inferred,
reaction_7706,Article_318,Everyday citizens,other_individuals,Cannot be inferred,Support Asian Americans,"""We, the undersigned, call on everyday citizens to join us in standing in solidarity with all those targeted by hate during COVID-19,"" said the statement, ""The time to turn back this wave of hate is now."""
reaction_7707,Article_318,Administration,government_bodies,Not applicable,Politicians initiated anti-Asian hate and racism,"""They have been egged on at times by an administration drawing on racist tropes and stereotypes, eager to distract from its own missteps,"" claims the statement."
reaction_7708,Article_318,Pen America,ngo_or_advocacy_groups,Not applicable,Fostering conversations about anti-Asian hate,The statement is followed by a day-long event of online panel discussions hosted by Pen America and Asian American Writers' Workshops on May 27.
reaction_7709,Article_318,Asian American Writers' Workshop,ngo_or_advocacy_groups,Not applicable,Fostering conversations about anti-Asian hate,The statement is followed by a day-long event of online panel discussions hosted by Pen America and Asian American Writers' Workshops on May 27.
reaction_771,Article_40,Maria Robinson,politicians,Cannot be inferred,Support Asian Americans,"The Massachusetts House of Representatives' Asian caucus members -- Donald Wong, Tackey Chan, Paul Schmid, Rady Mom, Maria Robinson, Tram Nguyen, Vanna Howard, and Erika Uyterhoeven -- put out a joint statement Wednesday, condemning the violence in Atlanta and across the nation."
reaction_7710,Article_318,ADL,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,
reaction_7711,Article_318,Sam's Club,business_entities,Not applicable,Cannot be inferred,
reaction_7712,Article_318,Ipsos,business_entities,Not applicable,Cannot be inferred,
reaction_7713,Article_318,Asian communities,community_groups,Not applicable,Calling for being united,A joint statement released on May 25 calls for solidarity against hate and racism against Asian communities in the US.
reaction_7714,Article_319,Donald Trump,politicians,Non-Asian,Cannot be inferred,
reaction_7715,Article_319,Derek Sloan,politicians,Non-Asian,Politicians initiated anti-Asian hate and racism,"In April, rookie MP and Conservative leadership candidate Derek Sloan turned on Canada's chief public health officer, Theresa Tam, asking: 'Does she work for Canada or for China?'"
reaction_7716,Article_319,Ziyian Kwan,professionals,Asian,Politicians initiated anti-Asian hate and racism,"The words of the Vancouver assailant, which so shook Kwan, might as well have been crafted in the U.S. Oval Office, where on May 6 the U.S. president told reporters: 'It could have been stopped in China. It should have been stopped at the source, and it wasn't.'"
reaction_7717,Article_319,Theresa Tam,professionals,Asian,Cannot be inferred,"Tam responded, with dignity, she would not be distracted by 'noise.'"
reaction_7718,Article_319,Unknown Stranger,perpetrators,Cannot be inferred,Cannot be inferred,
reaction_7719,Article_319,Asian People,victims,Asian,Cannot be inferred,
reaction_772,Article_40,Tram Nguyen,politicians,Asian,Support Asian Americans,"The Massachusetts House of Representatives' Asian caucus members -- Donald Wong, Tackey Chan, Paul Schmid, Rady Mom, Maria Robinson, Tram Nguyen, Vanna Howard, and Erika Uyterhoeven -- put out a joint statement Wednesday, condemning the violence in Atlanta and across the nation."
reaction_7720,Article_319,Chinese People,victims,Asian,Cannot be inferred,
reaction_7721,Article_319,Casey Askar,other_individuals,Cannot be inferred,Cannot be inferred,
reaction_7722,Article_319,Kathaleen Walsh,other_individuals,Cannot be inferred,Politicians initiated anti-Asian hate and racism,"Another, for Texas candidate Kathaleen Walsh, depicts the ""Chinese virus"" sailing toward the U.S."
reaction_7723,Article_319,National Republican Senatorial Committee,government_bodies,Not applicable,Cannot be inferred,
reaction_7724,Article_319,China's government,government_bodies,Not applicable,Cannot be inferred,
reaction_7725,Article_319,Chinese Canadian National Council for Social Justice,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,
reaction_7726,Article_319,Chinese Cultural Centre,community_groups,Not applicable,Cannot be inferred,
reaction_7727,Article_320,Donald Trump,politicians,Non-Asian,Politicians initiated anti-Asian hate and racism,Trump has been laying blame for the coronavirus pandemic on China and on its regime since day one of the crisis.
reaction_7728,Article_320,Weijia Jiang,professionals,Asian,Cannot be inferred,
reaction_7729,Article_320,Brian Stelter,professionals,Cannot be inferred,Speaking up on social media,"CNN's Brian Stelter immediately cried racism, saying shortly after this incident, on-air, that ""what we saw in that exchange with Weijia Jiang was something that has racial overtones. It's racist to look at an Asian American White House correspondent and say, 'Ask China.'"""
reaction_773,Article_40,Vanna Howard,politicians,Cannot be inferred,Support Asian Americans,"The Massachusetts House of Representatives' Asian caucus members -- Donald Wong, Tackey Chan, Paul Schmid, Rady Mom, Maria Robinson, Tram Nguyen, Vanna Howard, and Erika Uyterhoeven -- put out a joint statement Wednesday, condemning the violence in Atlanta and across the nation."
reaction_7730,Article_320,Wolf Blitzer,professionals,Cannot be inferred,Cannot be inferred,
reaction_7731,Article_320,liberal journalists,professionals,Cannot be inferred,Color blind/minimizing racism,"Of course, that didn't stop liberal journalists en masse from trying to make the story themselves, baselessly crying racism for the billionth time. As always, they fail to appreciate that they are diluting the charge for whenever it is actually warranted."
reaction_7732,Article_320,everyday Americans,other_individuals,Cannot be inferred,Cannot be inferred,
reaction_7733,Article_320,CBS News,business_entities,Not applicable,Cannot be inferred,
reaction_7734,Article_320,CNN,business_entities,Not applicable,Speaking up on social media,"CNN's Brian Stelter immediately cried racism, saying shortly after this incident, on-air, that ""what we saw in that exchange with Weijia Jiang was something that has racial overtones. It's racist to look at an Asian American White House correspondent and say, 'Ask China.'"" He was one of many left-wing journalists to jump to this charge, with his CNN colleague Wolf Blitzer calling the president's behavior ""very ugly."""
reaction_7735,Article_321,Joanna Hausmann,celebrities,Non-Asian,Cannot be inferred,
reaction_7736,Article_321,Joe Wong,celebrities,Asian,Speaking up on social media,"Instead, he’s using his platform to speak out against the recent spate of virus-related attacks on Asian Americans."
reaction_7737,Article_321,Bill Nye,celebrities,Cannot be inferred,Cannot be inferred,
reaction_7738,Article_321,Stephen Colbert,celebrities,Non-Asian,Cannot be inferred,
reaction_7739,Article_321,Asian Americans,victims,Asian,Speaking up on social media,"Instead, he’s using his platform to speak out against the recent spate of virus-related attacks on Asian Americans."
reaction_774,Article_40,Erika Uyterhoeven,politicians,Cannot be inferred,Support Asian Americans,"The Massachusetts House of Representatives' Asian caucus members -- Donald Wong, Tackey Chan, Paul Schmid, Rady Mom, Maria Robinson, Tram Nguyen, Vanna Howard, and Erika Uyterhoeven -- put out a joint statement Wednesday, condemning the violence in Atlanta and across the nation."
reaction_7740,Article_321,Foreign Student Adviser,other_individuals,Cannot be inferred,Cannot be inferred,
reaction_7741,Article_321,Joe Wong's son,other_individuals,Asian,Cannot be inferred,
reaction_7742,Article_321,Hausmann's younger cousin,other_individuals,Cannot be inferred,Cannot be inferred,
reaction_7743,Article_321,Hausmann's mom,other_individuals,Non-Asian,Cannot be inferred,
reaction_7744,Article_321,Netflix,business_entities,Not applicable,Cannot be inferred,
reaction_7745,Article_322,Steve Chirico,politicians,Cannot be inferred,Support Asian Americans,"He called the resolution and action steps denouncing racism ""a long time coming."""
reaction_7746,Article_322,Benny White,politicians,Cannot be inferred,Support Asian Americans,"White encouraged everyone to follow intent of the city actions by speaking up when improper treatment occurs. ""Step up and say something about it,"" White said. ""Say, 'Hey, not in my town.'"""
reaction_7747,Article_322,Nancy Chen Chen,professionals,Asian,Fostering conversations about anti-Asian hate,city council member Benny White for his creation of an inclusive discussion group called Naperville Neighbors United.
reaction_7748,Article_322,Lucy Chen,professionals,Asian,Support Asian Americans,"""We applaud your leadership in standing up against racism in all forms,"" Lucy Chen, board chairwoman of the The United Chinese Americans Illinois Chapter, said in written comments."
reaction_7749,Article_322,Christine Simonson,victims,Cannot be inferred,Cannot be inferred,
reaction_775,Article_40,Steven S. Kim,professionals,Asian,Cannot be inferred,
reaction_7750,Article_322,Jennifer Chen,victims,Asian,Cannot be inferred,
reaction_7751,Article_322,Karen Peck,other_individuals,Cannot be inferred,Cannot be inferred,
reaction_7752,Article_322,Naperville City Council,government_bodies,Not applicable,Making an announcement to condemn anti-Asian hate,City council members thanked Chinese community leader Nancy Chen Chen — she reached out a month ago seeking a city denouncement of acts against Asian Americans
reaction_7753,Article_322,United Chinese Americans Illinois Chapter,ngo_or_advocacy_groups,Not applicable,Support Asian Americans,"""We applaud your leadership in standing up against racism in all forms,"" Lucy Chen, board chairwoman of the The United Chinese Americans Illinois Chapter, said in written comments."
reaction_7754,Article_322,Naperville Neighbors United,community_groups,Not applicable,Fostering conversations about anti-Asian hate,city council member Benny White for his creation of an inclusive discussion group called Naperville Neighbors United.
reaction_7755,Article_323,Ron Nirenberg,politicians,Cannot be inferred,Support Asian Americans,"The resolution, proposed by Mayor Ron Nirenberg, states that ""COVID-19 is a public health issue, not a racial, religious or ethnic one, and the deliberate use of terms such as 'Chinese virus' or 'Kung Fu virus' to describe COVID-19 only encourages hate crimes and incidents against Asians and further spreads misinformation at a time when communities should be working together to get through this crisis""."
reaction_7756,Article_323,Jon Taylor,professionals,Cannot be inferred,Speaking up on social media,"""Calling people out for their hateful comments is a reminder that words can and do have meaning and consequences."""
reaction_7757,Article_323,Steven Pei,professionals,Asian,Support Asian Americans,"""We appreciate very much that the San Antonio City Council declared war against hate speeches such as 'Chinese virus' and 'Kung Fu flu' to ensure safety of the entire community."""
reaction_7758,Article_323,Unknown Assailant,perpetrators,Cannot be inferred,Cannot be inferred,
reaction_7759,Article_323,Asian Man,victims,Asian,Cannot be inferred,
reaction_776,Article_40,Raymond Kelly Richardson,professionals,Cannot be inferred,Support Asian Americans,"""Violence against individuals because of their race or background can never be tolerated,"" Lowell Police Superintendent Raymond Kelly Richardson said in the statement. ""Members of the Asian Community in Lowell can rest assured that the Lowell Police Department stands with them and is taking proactive measures to deter such incidents in Lowell."""
reaction_7760,Article_323,San Antonio City Council,government_bodies,Not applicable,Making an announcement to condemn anti-Asian hate,"The San Antonio City Council unanimously passed a resolution on Thursday denouncing bigotry, anti-Semitism, crimes against Asian Americans and ""hateful speech"" amid the COVID-19 pandemic."
reaction_7761,Article_323,Anti-Defamation League,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,
reaction_7762,Article_323,ADL,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,
reaction_7763,Article_323,United Chinese Americans,ngo_or_advocacy_groups,Not applicable,Support Asian Americans,"""We appreciate very much that the San Antonio City Council declared war against hate speeches such as 'Chinese virus' and 'Kung Fu flu' to ensure safety of the entire community."""
reaction_7764,Article_323,UCA,ngo_or_advocacy_groups,Not applicable,Support Asian Americans,"""We appreciate very much that the San Antonio City Council declared war against hate speeches such as 'Chinese virus' and 'Kung Fu flu' to ensure safety of the entire community."""
